"","MEblue","MEdarkturquoise","MEdarkgrey","MEblack","MEtan","MEyellow","MEbrown","MEcyan","MEpink","MEroyalblue","MEorange","MEturquoise","MEdarkred","MEgreenyellow","MEgreen","MEmidnightblue","MEdarkgreen","MEsalmon"
"D11A1",0.0455909614261931,0.0716217713084278,0.0789305390896695,0.0287033663510213,0.136931311448433,0.0636373339608649,-0.00096832467986271,0.046227216367271,-0.0494226573171746,-0.026631448471111,-0.0305564593753432,-0.0315784215611315,0.0647837405214106,-0.107689011411418,-0.097469757166755,-0.0217293041174677,-0.0564262682920069,-0.0877115281148361
"D11A2",0.045460511700348,-0.0630309195648041,0.0892777954331734,0.0463009198285815,0.110942020764863,0.0568357674664452,-0.0152146848046067,0.0318307700670038,-0.053074692794641,-0.00088971311303614,-0.0159531911206459,-0.0433150580208854,-0.0648050816080482,-0.0569827410357852,-0.169396018524308,-0.164575504296734,-0.124095954786391,-0.0160311471980477
"D11A3",0.0301704703719325,-0.0344076475205252,0.149272251922982,-0.0238304805481989,0.153747360363491,-0.0545460904614036,-0.00712130496056064,0.0292020922421335,0.0721634360385903,0.00237873411831752,-0.0447502601993701,-0.036043153966189,-0.0324634983836255,-0.143621395580419,-0.153324916384594,-0.0660474893830614,-0.0500404787454505,-0.0145029803566096
"D11A4",0.0281037249578033,0.02146986964292,0.0287833515083241,-0.00147362200448886,0.0746996797994584,-0.0079586722134143,-0.0149941029908814,0.0264036987812041,-0.014120352787647,0.0303051753860896,-0.0519872044998038,-0.0338831102486822,-0.0553983867120972,-0.0169392824455415,-0.0374980763841006,-0.119632769777822,-0.109942100996771,-0.0015062809837097
"D11A5",0.0477799693307023,0.0256067562933636,0.000275230955862377,-0.0104257115425893,0.221522525906747,-0.00338157779320778,0.0101791826472748,0.068140288115378,0.0357451253098521,0.0182254785683216,-0.0466343265626101,-0.0302641184647031,-0.131593543336231,-0.197119741164036,-0.207257423203989,-0.191405752750587,-0.147008148246384,-0.0921240746277437
"D11A6",0.0261374834283243,-0.0431821478005996,-0.0086326658232858,-0.127343899954131,0.0569669001924934,0.000595384085584328,-0.0378483689130932,0.0270684961815912,0.187653334478978,-0.07737790105609,-0.00614232619509899,-0.0413330189654322,-0.142653748441746,-0.217226945260472,-0.182549729598584,-0.109021992971348,-0.0467161408477461,-0.048031835701859
"D12A1",0.0463160847130964,-0.0445487905361686,0.058675155171282,-0.0242574699026785,0.0440704103372477,0.0305799668455485,-0.014576093573628,0.0271835251503361,-0.000424580893549061,-0.0360408604551249,-0.0428441217266662,-0.0379931278868132,-0.146958354816717,-0.199137793634174,-0.181032573702909,-0.174591611931676,-0.138822398854061,-0.0591300966260368
"D12A2",0.0482574172304919,0.0752580069801916,-0.0186024183627116,0.132926613506219,0.169222460716643,0.0327352028126848,-0.0323175438999438,-0.0464699602100132,-0.0434218685856757,-0.0892107771080379,-0.0169858588798063,-0.0330101379162632,-0.0888815019448723,-0.11480040964038,-0.11911412360186,-0.159670988956595,-0.127475029389893,-0.0577542702441958
"D12A3",-0.0878730836302662,-0.0410392403560696,-0.0996943618738217,0.0271288466207191,0.126129549823945,-0.0807525157585666,0.00476078771352246,-0.00477749267714901,0.0766003993131972,-0.0192808578227422,0.00971199832451284,0.189716406804828,0.0573297112374483,0.0234672382145563,-0.146221079495982,-0.18160646305742,-0.140157595924242,-0.0829384697902458
"D12A4",0.0572062113621103,-0.0677268101176227,0.171858220147063,0.115955581929483,0.229652986391582,0.024175195807104,-0.0318680701511547,-0.0608275640106976,0.000727297904154995,-0.0729895559454664,-0.0327143669369587,-0.0424604904083949,-0.0594157342669798,-0.183247323787241,-0.211734449247569,-0.186066599262569,-0.13914061245701,-0.066248321963616
"D12A5",0.0411179061174697,-0.0223840866134103,0.00844355509228946,-0.080147525351708,-0.035248128543083,0.0391057137380728,-0.0149978373483181,0.0541293184481119,0.000310818361448364,-0.0271721132294819,-0.0418261993966439,-0.0371911792784545,-0.145396530180728,-0.201099653564733,-0.164814974481542,-0.172616868852391,-0.137188994872261,-0.0482957792631343
