,mz,CK07,CK08,CK09,CK10,CK11,CK12,D01A1,D01A2,D01A3,D01A4,D01A5,D01A6,D01B1,D01B2,D01B3,D01B4,D01B5,D01B6,D02A1,D02A2,D02A3,D02A4,D02A5,D02A6,D02B1,D02B2,D02B3,D02B4,D02B5,D02B6,D03A1,D03A2,D03A3,D03A4,D03A5,D03A6,D03B1,D03B2,D03B3,D03B4,D03B5,D03B6,D04A1,D04A2,D04A3,D04A4,D04A5,D04A6,D04B1,D04B2,D04B3,D04B4,D04B5,D04B6,D05A1,D05A2,D05A3,D05A4,D05A5,D05A6,D05B1,D05B2,D05B3,D05B4,D05B5,D05B6,D06A1,D06A3,D06A4,D06A5,D06A6,D06B1,D06B2,D06B4,D06B5,D06B6,D07A1,D07A2,D07A4,D07A5,D07A6,D07B1,D07B2,D07B3,D07B4,D07B5,D07B6,D08A1,D08A2,D08A3,D08A4,D08A5,D08A6,D08B2,D08B3,D08B4,D08B5,D08B6,D09A1,D09A2,D09A3,D09A4,D09A5,D09A6,D09B1,D09B2,D09B3,D09B4,D09B5,D09B6,D10A1,D10A2,D10A3,D10A4,D10A5,D10A6,D10B1,D10B2,D10B3,D10B5,D10B6,D11A1,D11A2,D11A3,D11A4,D11A5,D11A6,D11B1,D11B2,D11B3,D11B4,D11B5,D11B6,D12A1,D12A2,D12A3,D12A4,D12A5,D12A6,D12B1,D12B2,D12B3,D12B4,D12B5,D12B6
384_0916402,384.0916402,8.281214773,8.668477463,8.133544103,8.405708642,8.514298046,8.233258367,8.748132581,8.362162782,9.124348719,8.560361797,8.340542964,8.355252602,8.171874417,8.154089577,8.747478238,8.561137858,8.432594337,8.506642418,8.899696074,8.752477449,8.295989152,8.576101171,8.50891169,8.687070906,8.311863694,8.769290246,8.778786014,8.565056397,8.377810727,8.488586168,8.42728934,8.645268078,8.558352442,8.540959198,8.661279368,8.527981996,8.34882653,8.22171348,8.636546228,8.444880965,8.299713562,8.915302116,8.767729165,8.324169021,8.847371565,8.350913026,8.83928491,8.493070349,8.68409676,8.51957687,8.653409834,8.838801294,8.722151148,8.406068531,8.798048275,8.615774465,8.790810215,8.910702489,8.395246324,8.830136168,8.535307823,8.558040769,8.750455668,8.308676076,8.330642915,8.716285231,8.558508993,8.291720216,8.618490994,8.644970426,8.324185003,8.465211226,8.306796169,8.074739952,8.396687479,8.442276269,8.760657102,8.543697808,8.437455692,8.359424401,8.118738842,8.228660292,8.687254128,8.628556689,8.378888022,8.540735195,8.463320358,8.552280771,8.559915622,8.380400882,8.451570829,8.340564281,8.537312437,8.571211638,8.373508807,8.509419378,8.567938341,8.439625095,8.662008776,8.499275126,8.573769638,8.794016129,8.999902586,8.421826185,8.436754663,8.531527266,8.287683958,8.407982077,8.588496881,8.549081142,8.913070402,8.719365244,8.570590057,8.805145253,8.513394449,8.742976567,8.763552943,8.161851921,8.53810425,8.100625624,8.685105148,8.488802473,8.820748822,8.728087868,8.735751201,8.708371129,8.775484985,8.42340947,8.611639395,8.467634341,8.542649461,8.714793968,8.405351602,8.623616615,8.821713112,8.600660322,8.564441862,8.63470885,8.875657028,8.384758721,8.583183909,8.671880265,8.812717755,8.315504673,8.53109612
384_2321979,384.2321979,7.917830377,8.518874669,8.4436058,8.128037041,8.417203526,8.100243179,8.780730028,8.636208133,8.441178269,8.721505863,8.304491164,8.437242307,8.554783144,8.198859337,7.90717185,7.845277014,8.449721814,8.837175942,8.661968885,8.287623018,8.335973168,8.399271101,8.751378821,8.651593926,8.472425515,8.801336291,8.311448679,9.623792838,9.063353511,9.152320925,8.261966563,8.526902615,8.945209354,8.600080224,9.200781947,8.945936067,8.001146754,8.591059228,8.560926678,8.201199937,8.328940969,8.298767597,8.717845675,8.291899435,8.789046534,8.938247255,8.301321301,8.449874145,8.75707051,8.920027217,8.857701459,8.473422527,8.210561986,9.362532281,8.726926241,8.628738144,8.271957234,9.031028589,9.435175982,8.914303964,8.418728888,10.3249508,8.375967886,7.947668812,8.513301808,8.413918332,8.208152308,8.53614074,8.362065188,8.716330439,8.943975619,7.942825978,7.899092266,8.11624672,8.191941063,8.142316921,8.386644638,9.243484688,8.776360364,8.747267297,8.772538005,8.304871207,7.94816403,8.359699066,8.286376192,8.505027861,8.149745553,8.755499326,8.221489395,9.020530517,8.796859569,9.131367812,8.356983561,8.358204737,8.014739737,8.196581637,8.207044753,8.370231222,8.281953427,9.015292694,8.340936883,8.85530525,9.408733829,9.068217894,8.277731802,8.022124284,8.201655771,9.005624021,8.755381459,8.194646609,8.234967336,8.017446042,8.322923631,9.312000411,8.805554844,9.528745853,8.443275386,9.255368567,9.023123801,8.517796018,8.64562001,8.958139333,8.381093585,8.931985835,9.293379923,9.338562588,9.483138851,9.162422019,8.512003942,8.422175611,8.185006831,8.429779501,8.305772845,9.41597105,8.372057027,8.292114206,8.726608812,9.423857898,9.079687305,9.09332139,9.118102383,8.492301221,8.47605691,8.761175966,8.505877599
384_4899984,384.4899984,8.016891944,8.43233827,9.510752792,8.348123326,9.952572212,8.027298742,8.403290735,8.47267939,8.487139202,8.340785478,8.367609717,8.538082973,9.87766685,8.498684041,7.900944757,8.336608844,8.050685849,9.062690625,8.401367432,8.518744264,8.626453269,8.042562558,8.360767318,8.398682759,9.240329864,8.608622897,8.423364574,8.757720412,8.170860568,8.603084774,8.315142012,8.73521786,8.225179099,8.419332397,8.482671174,8.549752492,8.474435769,9.54115092,8.27801191,8.641208102,8.134859998,8.770957259,9.129261185,8.634546094,8.441176269,8.315192071,8.468211997,8.429438141,8.48067996,8.724676271,8.462394692,8.47647921,8.321925131,8.254320122,8.526264513,9.114869425,8.355732045,8.785775338,8.440533171,8.484818966,8.731904545,10.3249508,8.245218687,8.182299681,8.055081934,8.131010731,8.460927971,8.088778583,8.535519138,8.601853992,8.643488155,8.431682089,8.292172045,8.157630761,8.272998983,8.057591427,8.428627125,8.232899622,8.218460225,8.886161121,8.556518172,8.058692872,8.374106439,8.1739845,8.150043738,8.20913109,10.1109052,8.345519,8.158048839,8.546956814,8.464572456,8.891356504,8.165326314,7.914109336,8.303712092,10.34193806,8.232519041,7.851334449,8.249761448,8.627386522,8.850380135,8.445704689,8.455320034,8.378866186,8.878591372,8.414666921,8.348097328,8.428486878,8.593187017,8.381925325,8.431323822,8.79996744,8.574289608,8.078228254,8.010281839,8.493208177,8.691070611,8.536485254,8.42297499,9.80965404,8.608625178,9.496761029,8.440868747,8.478045804,8.483738541,8.478740805,8.559640938,8.509139395,8.500414485,8.482178746,7.906778475,8.255612169,8.810704605,8.531082816,8.529650942,8.709523194,8.717957728,8.585857992,8.469475974,9.29758061,8.563780999,8.632625769,8.440439168,8.145572629,8.522401354
384_849697,384.849697,8.087093956,7.942255477,9.297385023,8.058321238,9.595273177,8.359858546,8.344324997,8.113919384,8.42548147,8.462609709,8.213024541,8.41897629,9.335716491,8.036043617,8.440148182,7.873850649,9.562356586,8.23075112,8.344994105,8.30055088,7.999139329,8.185310985,8.16406424,8.311048244,9.119055657,8.331150891,8.393681298,8.527527884,8.096666088,8.552862756,8.085387341,8.493345082,9.472416917,8.195097489,8.328927365,8.261080648,8.058050011,9.68750107,8.178694113,8.32237268,9.238084208,8.399302168,8.418527729,8.312161682,7.996213941,8.381444507,8.317723831,8.538238509,8.177975992,8.288144109,8.151103104,8.31481457,8.390665108,8.401070886,8.036952938,9.182805097,7.855256445,8.421343372,8.275236168,8.383425032,8.350383959,10.95609727,8.147727384,8.020736393,9.227532387,7.864730385,8.214784553,8.193075278,8.546890759,8.578516497,8.134607311,8.11626275,7.876737864,7.888829874,8.136914705,8.083274597,8.31513067,8.116723162,8.262927405,8.689349198,8.460810504,9.069259454,8.304212996,7.963986536,8.204772552,7.899102991,9.515681626,8.230611274,8.337509807,8.011105815,8.279656201,10.42993996,8.054115687,9.669288776,7.916200938,9.304749673,7.79662664,9.637888874,8.029594367,8.431950236,8.377942946,8.566262307,8.367851693,8.705554715,8.867653087,8.02614985,8.558456956,8.252172511,8.754393674,8.25446392,8.406459872,8.162915548,8.146464619,8.038035722,9.633865074,8.399963074,8.646320291,8.388865923,10.16717851,9.900712277,8.255225178,9.405783222,8.283291387,8.687381408,8.45015411,8.299744249,8.433939125,8.304591501,8.248739148,8.463563256,9.294366607,8.856508785,8.096701549,8.239175637,7.970308704,8.062438321,8.390245453,8.398419006,8.190947136,9.619127564,8.423602285,8.022472393,8.120786739,9.275917494,8.428171717
384_8772381,384.8772381,8.058178802,8.252911465,10.32845648,7.88671642,10.16219678,9.943882519,8.26140207,7.978528302,8.26166851,8.191058536,8.518739948,8.70281373,10.30511387,8.344598057,8.071254382,7.985920045,11.31503669,9.941527031,8.085971574,8.424242703,8.00608122,8.504897798,8.36040534,8.224002269,8.119744636,8.31434536,8.430702665,8.142352467,8.488967876,8.621958663,8.365739591,8.284262123,10.3318057,8.273461694,8.255742126,8.314001749,8.24766254,8.42019798,8.504300759,8.517581985,10.19876419,8.18667955,7.876649571,8.506830209,8.257086191,8.695144058,8.12113351,8.284958754,8.159437805,8.206764937,7.947354038,8.30278015,8.691325169,8.557360073,8.331885597,8.45031449,8.02114751,8.157116026,8.166829779,8.343237805,8.167407145,11.86647122,8.021605812,8.977622526,10.84846975,8.196338906,8.17399999,8.571274839,8.520320963,8.623254034,8.196287595,8.375339849,7.913394031,8.097889152,8.216980067,8.843286273,8.342845195,8.004484194,8.361324174,8.436382322,9.01991635,10.75823184,8.083036025,8.080928062,8.236778531,8.102348608,11.49059074,8.524726358,8.470865609,8.236983291,8.841520958,10.35042267,8.206095987,11.37860693,8.47968208,10.89521097,8.195376653,11.71226558,8.209119066,8.256222029,8.212348048,8.87696464,8.2963486,8.890245884,10.04875996,7.84088403,8.934204809,8.123901822,8.416782721,8.468291392,8.268709853,7.895381145,8.361272467,8.023390231,11.303195,8.110740202,8.158294612,8.736611284,11.23510173,8.748856479,8.219177384,8.437504315,8.337204359,8.477773096,8.306350178,8.324954795,8.367962206,8.444862369,8.219501723,8.522043554,11.05151502,9.587637487,8.039586805,8.317643882,8.142687707,8.068013903,8.362274206,8.189097171,8.39689619,8.2654554,8.410146144,7.988667795,8.276180897,10.5864364,8.464432414
384_9300999,384.9300999,8.04315747,9.153942553,8.064720783,7.904571995,10.16219678,9.436472962,9.491615669,8.635904399,8.797224834,9.325015692,9.320938559,8.790292516,8.052062,8.042046937,7.879250685,8.090889779,10.1307645,8.508177758,9.327935539,8.843976611,8.520451208,9.621538327,9.401612928,8.866786816,9.018435161,9.040091929,9.452510461,8.944095251,9.213758767,9.161740103,8.66968112,9.336761466,11.12985706,8.934841209,9.175430979,9.434141938,8.192315909,8.925834526,9.168504269,8.779755155,10.4491501,9.393637531,8.738948105,9.114982585,8.89162787,9.248419294,9.283237771,9.535404008,8.429828668,9.227550171,9.02630055,9.414598628,9.238365578,9.922352213,9.096235095,9.298677651,8.761589886,8.827995247,9.489887014,9.417210861,8.574534972,10.83472525,8.228932712,8.557709423,10.0189906,8.348658042,9.364468553,9.26454679,9.468486408,9.20681662,9.227523999,8.375982148,7.965706211,8.081221434,8.101332186,8.860251917,9.416454065,9.196192629,9.364444713,9.033762423,9.052602074,9.868210442,7.985835671,8.413145859,8.409885547,8.13666901,10.50082014,9.202822429,9.758116839,8.858830857,9.293607382,10.80455834,9.076920335,10.59236665,8.277004207,9.811260725,8.104369136,10.55536303,9.039210288,9.467677175,9.047133616,9.795427746,9.298968339,9.589323051,8.377900315,8.667029023,9.284151719,8.855576016,9.848220204,9.220681581,8.942215729,8.775695016,9.005643866,9.551937179,11.14930089,9.320573101,8.67187182,8.873245794,11.49290046,8.781895502,9.428652385,8.662407964,8.98954495,9.937946544,9.509263788,8.857118026,9.686991267,9.215065207,9.047029965,9.089193881,10.53341983,10.22005355,8.582016039,9.001859418,8.679092155,8.54947468,8.802566315,9.439340047,8.999576672,8.728757542,9.408851807,8.797175238,9.493474215,10.44432144,9.663794217
384_9382056,384.9382056,9.111201631,9.003437392,8.018942547,8.900307733,8.549001689,8.92913209,10.11416455,9.618488015,9.873792014,10.07883326,9.633764144,8.786051317,8.316582852,8.257169414,9.802014691,9.728586052,9.462046148,9.710950299,9.595431184,9.549709156,10.0122521,9.456933393,9.372643033,9.998815846,8.750760609,8.833996708,9.744701566,9.198069407,9.323165806,9.041531687,9.114280351,9.466996887,10.03463604,9.526821061,9.53575045,9.257535407,9.286697245,9.010881024,10.24845405,8.601183397,9.625040691,9.378932065,8.842762145,9.592344268,8.746728016,9.652208859,9.957468226,10.83122255,9.054051175,9.704243958,9.864020918,9.208280948,9.309355768,9.754982356,9.529869875,9.374309419,9.586408668,10.01908839,9.915587601,9.32548094,9.712267923,9.485558976,9.941482459,9.390173646,9.975561226,8.58178507,9.567820965,9.47232231,9.248405289,9.196474767,9.581221465,9.469113317,9.592398346,9.368937104,9.01227389,9.498951839,9.871128007,10.0634499,9.183902306,9.227006616,9.06441928,9.106898875,10.19311654,9.680957461,8.548675773,8.961880103,9.025116524,8.976287985,9.609844612,9.868095013,9.571033798,8.823716964,9.2097431,9.484984715,9.079043619,9.902602326,8.795054992,8.925153095,9.395220315,9.341636381,8.970873368,9.124107085,9.264139862,9.06823057,9.972613148,9.809895238,9.299574843,9.486409898,9.736170487,9.195768203,10.03009007,9.597715688,9.894849948,9.823698502,8.979997698,8.954246411,9.750015402,8.786833645,9.682978151,8.383278013,9.787989908,9.028140336,10.07524192,9.458136834,8.975331304,9.837167914,9.715605647,9.19041462,9.240510162,8.554185679,9.141766827,9.802639862,9.387547333,9.858854531,9.529225249,9.967800582,9.778706659,9.934227922,9.181454804,8.23481598,9.052867095,9.441672892,9.117496549,9.796955042,9.54409151
384_9655394,384.9655394,8.278230685,8.223538129,10.32845648,8.221107302,8.101050744,8.368634647,8.803546592,8.14662412,8.582405037,8.756219535,8.203441354,8.377751889,8.017320024,7.98858788,8.756330967,8.581299937,8.397122048,8.507488153,8.508610529,8.770809089,7.900621798,8.580157081,8.368362721,8.697989528,8.147613598,8.326315601,8.686940685,8.292370035,8.390248131,8.404017164,8.479355839,8.006244814,8.354597239,8.170364281,8.395903853,8.305794322,8.350021057,8.398479804,8.54278431,7.823409857,8.269520256,8.570384124,8.339261099,8.248984677,8.34325123,8.635796982,8.593996308,8.172383226,8.516210393,8.37672281,8.415568758,8.153274442,8.529273768,8.24754332,8.232044882,8.242444111,8.089002829,8.488631126,8.479772696,8.447747329,8.29290742,8.339283534,9.058772334,8.235786776,8.337747572,8.545989045,8.159102172,8.48204047,8.286451834,8.701856866,8.051631323,8.782425901,8.484016592,8.458407996,8.503623169,8.656086604,8.578517653,8.724955401,8.379010231,8.059287327,8.167911506,8.305400282,8.758169969,8.931611475,8.572130971,8.471280817,8.512227635,8.311137584,8.635271171,8.027953378,8.534233909,8.125874824,8.50907565,8.61260183,8.622868607,8.514181355,8.301335293,8.329361891,8.325325061,8.16852989,8.07320077,8.517671765,8.663470311,8.260165295,7.999384102,8.281198492,8.498122315,8.404161183,8.534295529,8.340311727,8.42353281,8.142709512,8.397402472,8.237709,8.331560615,8.362585942,8.349582528,8.012502379,8.385077094,8.274062673,8.644325909,8.389919376,8.485620938,8.541414963,8.163837602,8.431196488,8.340924422,8.370123504,8.230695429,8.291893747,8.278939672,8.430139652,7.92791174,8.354277278,8.317147662,8.03607262,8.569961466,8.504571021,8.364411541,8.169863282,8.404176016,8.143627781,8.327443529,8.190750857,8.446340929
384_9842263,384.9842263,8.761612572,8.474334815,8.458330147,9.015632053,8.999610984,8.881743061,8.341863378,8.383322349,8.740411653,8.302606056,8.180322234,8.698646391,8.70055043,8.838168616,8.887079979,8.943004901,9.333804746,8.631891107,8.512388511,8.652139483,8.165486313,8.267653655,8.249183037,8.393945776,8.733886696,8.882293491,8.304968492,8.869341493,8.513216462,8.577650091,8.518462984,8.419891794,8.487330548,8.757361153,8.673459845,8.235845696,8.870353693,8.80874898,8.344180623,8.796579995,8.773957913,8.446188073,9.206366096,8.429245066,9.011004398,8.25495912,8.50408397,8.327171715,8.834167045,8.457385817,8.493040411,8.668720365,8.751370774,8.090806141,8.631791025,8.866611559,8.502284157,8.434290158,8.218491776,8.545380793,8.834566401,10.21236281,8.854033976,8.957170114,8.5028171,9.413654775,8.366847428,8.328316183,8.697074425,8.825812947,8.128359339,8.898501825,8.734110367,8.422463196,8.956972421,8.551806709,8.2676868,8.141272496,8.600064516,8.697257343,8.534017434,8.791814825,8.735614155,8.848754799,9.253622716,9.361860588,9.442601511,8.412112817,8.226196179,8.268932455,8.252580915,8.721206111,8.362112324,9.201212893,8.914790348,8.855194169,8.990708381,9.107898957,8.778994701,8.239451135,8.49791259,8.567042673,8.441095006,8.816145868,9.058269632,8.571786568,8.453676042,8.427645595,8.179078565,8.865412558,8.619798575,8.62833568,8.44438647,8.326550299,9.062047602,8.702039105,8.221691377,8.818192186,8.800180753,8.861013345,8.296382933,9.153299861,8.335488834,8.390601326,8.647059673,8.279506071,8.426103916,8.33459275,8.58724018,8.961853208,8.924713512,9.005316642,8.461362506,8.234526695,8.633938184,8.628925321,8.552657907,8.094225401,9.027198047,8.474950069,8.443092348,8.674825005,8.557479717,8.782227839,8.233466768
384_9914579,384.9914579,8.916749696,10.13391501,8.09290556,8.885009854,8.924981023,8.590592679,11.53567101,10.6746469,11.13863979,11.23388648,10.59997349,8.763358655,8.367076898,7.980399385,9.685809053,9.439788037,8.416298489,10.69868518,10.66275198,10.08880858,11.39359775,10.38844196,10.38402075,10.6458494,9.593914619,9.631268376,10.6871818,9.556522047,10.24520422,9.621192434,9.281399804,10.62410752,10.68879433,10.21894582,10.5455959,10.45234121,8.608111759,9.330562139,11.56941568,8.873460655,9.76167919,10.36976653,9.725849285,10.23630865,9.466326151,10.09677295,11.01331543,11.58048808,9.639382998,10.67024318,11.0733061,10.18570895,9.779295537,11.23386478,10.90187837,10.39286586,11.19188365,11.53486373,11.34067465,10.15661167,9.603603566,10.3249508,9.788462176,8.674181995,9.204003096,8.256354363,10.87997195,10.2171033,10.0849344,9.916483333,10.78967812,9.293308148,9.438109333,9.376150495,8.704550862,9.450812386,10.91752833,11.08629312,10.09488804,9.835858655,9.229179217,8.115277744,10.31209481,9.655642816,8.159997594,8.80733152,8.014923343,9.753134778,10.67815238,11.39466258,10.31809087,9.484863104,10.16737357,8.436226464,8.69852382,8.369269575,8.498734452,7.891945686,10.17167342,10.71711162,9.947998754,10.05284713,10.47012746,9.483376811,10.96109478,10.75612696,9.707137386,10.03738398,10.95474354,9.69100352,11.23672966,10.55754421,11.00462137,11.42477833,8.636048797,10.13179608,11.18830773,8.678235618,9.566202269,8.60353146,10.94765076,9.186760955,11.15335272,10.73755423,10.1162687,10.85709388,11.23674846,10.19897251,10.17253799,8.874678384,8.316165432,10.29936142,10.51875903,11.05630135,10.53349414,11.06842184,10.72725442,11.1927694,9.77397335,9.224438475,9.957251652,10.33222508,10.31380376,9.695974044,10.7574892
385_0216788,385.0216788,9.068378024,8.496780666,7.986190315,8.532873534,8.057064339,8.797065327,8.55972955,8.36570458,8.552938939,8.737147594,8.597546176,9.176846405,8.108330195,8.962102207,8.438228807,8.643242439,8.411989355,8.653510214,8.063636514,8.960570193,8.456308706,8.161017337,8.224875142,8.93272783,8.275964144,8.343542459,8.565167253,8.249581653,8.486595043,8.78547738,8.762053381,8.354374737,8.181806476,8.176084743,8.573430943,8.307738894,8.920661352,8.372684976,8.678935535,8.734544662,8.33732167,8.166044728,8.235462552,8.663212995,8.282241445,8.621205248,8.796220835,7.980277723,8.690974616,8.720163829,8.185009592,8.174211021,8.868635929,8.210773761,8.082978749,8.562304881,7.857509475,8.501457498,8.238617722,8.244970053,9.055506949,10.3249508,8.626501956,8.831515733,8.536741831,8.404731029,8.344751507,8.721625517,8.427791832,8.966651906,8.293768901,9.171856289,8.594948259,8.834453491,9.095913075,8.964714342,8.680959077,8.351451296,8.197026115,8.638870435,9.077039458,8.327578418,8.65846999,8.579145357,9.167362141,8.377522689,8.252552289,8.838431715,8.050810925,8.31353634,8.524894349,8.199729293,8.172122628,8.253980575,8.862119517,8.248458255,8.672059191,8.270656335,8.332688926,8.332096789,8.53684335,8.680064163,8.336685812,8.728943354,8.149273497,8.286080802,8.872764719,8.83545864,8.406854357,8.51520083,8.595275816,8.566949247,8.707262645,8.025633685,8.166416722,8.064928245,8.735253512,8.800545883,8.167399672,8.441826541,8.684152782,8.604633531,8.924933932,8.100190927,8.155561573,8.727751034,8.443822525,8.594897204,8.186272801,8.372921959,8.242302795,8.401140149,8.810558191,8.367173175,8.427929267,8.593575854,8.697347745,8.394595818,8.696731544,10.47193316,8.269524125,8.391784405,8.205314043,8.305774538,8.178607213
385_054002,385.054002,9.787029869,9.910071506,8.144577361,9.883952039,9.445353941,9.996653354,9.800036361,9.41675768,10.14251699,9.652395273,9.221492178,9.684726865,8.400968784,9.170335165,10.08549045,9.940576936,9.634110549,9.114597837,9.842918676,9.969659711,9.252756831,9.725229023,9.566698951,10.03757417,9.154456543,9.733877812,9.627869892,9.736313365,9.30625187,9.554471618,9.830287428,9.702921932,9.720909478,9.567060394,9.898686221,9.733811363,9.557000519,9.252334132,9.451744155,9.341757835,9.777798668,9.719564988,9.848293723,9.414555032,10.0679039,9.531531026,9.960101105,9.333029247,9.894880867,9.624804574,9.687917777,9.78757031,9.913961785,9.270045965,9.728692584,9.666586979,9.755513326,9.819915548,9.424921934,9.932749864,9.862548904,9.228798235,10.13483193,9.502055756,9.171720953,9.805060232,9.587217896,9.561459729,9.645957522,9.765439944,9.430903196,9.816440495,9.409691097,9.312082812,9.779251445,9.945326242,9.975035186,9.867783423,9.739256636,9.623386101,9.433883429,9.506967745,10.19013078,9.993325792,9.89331264,9.887859419,9.640474699,9.836111089,9.764551277,9.218446368,9.50225194,9.619155204,9.846634243,9.884762511,9.635986186,9.464833284,9.770802906,9.552453123,9.666670813,9.440554454,9.617160396,10.05581858,10.07546032,9.576339718,9.192836966,9.47786588,9.34885084,9.811360783,9.579302646,9.770920638,10.10874248,9.98457084,9.639866641,9.757971508,9.900481259,10.03840056,9.60971939,9.37261454,9.908676101,9.132865139,9.973984212,9.769870097,9.952830019,9.84178385,9.65128554,10.07723901,9.899038794,9.754315571,9.556814076,9.65718388,9.935511835,9.910665955,9.360842028,9.872337052,10.11908737,9.508570678,9.891959927,9.57910019,10.03261769,8.666145636,9.832189609,9.483038667,9.95709599,9.457425851,9.657218581
385_0650501,385.0650501,8.428251737,8.5307005,9.232710973,8.648801858,8.776758345,8.839682853,9.059627126,8.527574426,8.797212857,9.144154878,8.623546827,8.792935204,9.851801109,8.144532006,8.879349674,8.572210748,8.694833315,8.719579831,8.536049982,8.794850986,8.550963429,8.85356691,8.533970464,8.865285456,8.009182378,8.284063295,8.774082751,8.440704167,8.658047306,8.909218891,8.639994449,8.113145329,8.519693823,8.288260439,8.819206485,8.635920318,8.652750616,8.336083758,8.913258427,8.267436493,8.579921571,8.747120758,8.474502649,8.501875248,8.554044205,8.612412695,8.788394679,8.34627909,8.87444308,8.660918341,8.746375359,8.359683978,8.864250888,8.50389897,8.522610933,8.473884122,8.470118977,8.747371814,8.705373351,8.569825622,8.500378053,8.687357828,8.850453825,8.285151448,8.839733468,8.695977897,8.486768841,8.890552447,8.555134611,8.789354589,8.478491354,8.826288897,8.696507374,8.923808076,8.886427818,9.022180649,8.803188383,8.965757963,8.629183847,8.46901562,8.448318426,8.636030942,8.825513514,8.869404434,8.724782407,8.68878064,8.574463574,8.693030889,8.867413535,8.535882312,8.811771245,8.585247143,8.753316948,8.642641801,8.677475956,8.518143804,8.435486463,8.578030212,8.375794701,8.542770633,8.356546266,8.754275357,8.767533553,8.690163616,8.163569691,8.460799607,8.701886117,8.66301264,8.975331037,8.506623338,8.74393784,8.226341875,8.676750201,8.524153873,8.568552512,8.48385221,8.586569903,8.335523227,8.612742938,8.068283196,8.768224739,8.403260811,8.735647138,8.65816906,8.264999677,8.572555228,8.525929217,8.735209554,8.451360399,8.461767695,8.782963503,8.76716762,8.5740866,8.584202504,8.408501401,8.478629262,8.60803711,8.809913964,8.421704602,8.987143106,8.51979604,8.370386127,8.49118209,8.775917898,8.596672863
385_0910136,385.0910136,9.912448871,10.72682765,10.39313175,10.28963019,9.233468939,10.37295122,10.37047035,10.15347365,10.09397021,10.29462682,10.50552982,10.51206433,9.170585879,10.49357779,10.19962802,10.34158692,10.06471264,10.15339094,9.874277639,10.28772025,9.942539862,10.33091365,10.1882113,10.34036282,9.803184396,9.907182934,10.50468888,10.18287903,10.80169001,10.9214414,10.35976973,9.802204738,10.24779993,9.726849836,10.14191819,10.1617954,10.64002179,10.61725314,10.4369552,9.989466565,10.36506691,10.34371105,9.836712158,10.02782129,10.04478683,10.20892293,10.11960148,9.630462019,10.02713607,9.92254936,9.910962129,9.884939563,10.33302347,10.04569969,9.780122975,9.814968365,9.791777331,9.722026733,10.27044157,9.790811143,9.843805658,9.436413414,10.04020601,10.12276216,10.9362578,10.09546257,9.966715886,10.08154061,10.11784451,10.16970726,9.881851701,10.67999798,9.869229825,10.21526513,10.02306173,10.2349453,10.0911899,10.28569002,9.872464518,9.636719613,10.41625425,10.40374186,10.19940671,10.22244761,10.3697474,10.34513056,10.15512191,10.35960051,10.38268979,9.525949884,10.26897071,9.954854669,10.05666631,10.33450321,10.26049867,10.0631656,10.04553063,10.06122256,10.04561329,9.929918613,9.918946865,10.24374006,10.18405249,9.977956034,9.495594834,10.12668905,10.69424211,10.1577539,10.10640859,10.07710087,10.04106282,9.684249846,10.06999495,9.769623072,10.04624225,9.801316608,10.14690896,10.01034458,10.11231288,9.89749671,10.34158888,10.24053484,10.37029603,10.54567791,9.932793038,10.40506282,10.06109772,10.11289006,10.10807719,10.36692096,10.13214751,9.997005279,9.966504178,10.46028805,9.990565301,10.03565023,10.25714672,10.34912361,10.20042419,9.580482146,9.850280355,9.608529267,10.16340504,9.84262479,10.01084353
385_9450602,385.9450602,7.964456975,8.195263365,9.191707688,8.130797587,10.24804429,7.980464994,8.30779261,8.219262546,8.566564979,8.466683982,8.017883273,8.19507657,9.559237134,7.875641761,7.832605585,8.022752099,8.663382505,8.722600715,8.631426277,8.260847917,8.304305962,8.140922813,8.083247903,8.307310442,9.029793626,8.344120041,8.262716952,8.764798524,8.161424008,8.345190055,8.01882816,8.650958846,8.407564074,8.338954069,8.480191381,8.478446941,7.930778207,9.014828351,8.24049945,8.030154707,8.298578814,8.49362485,8.948168452,8.16472896,8.299581175,8.030108601,8.525654956,8.469762017,8.214865381,8.35388031,8.52375748,8.395510236,8.209278368,8.224292713,8.463790122,9.192708462,8.534460341,8.457615934,8.360700326,8.416617566,8.309782019,9.684237726,8.064249369,8.013507977,8.433309488,7.904136201,8.272937281,7.981224878,8.243981333,8.43248366,8.32782023,8.115051977,8.037783603,7.908656099,7.886687539,8.018268435,8.610044743,8.295321598,8.203429371,8.751218851,8.170572629,8.220643077,8.223762069,7.858415898,8.080650659,7.987558911,8.5200265,8.282153537,8.289168315,8.224330437,8.384962455,9.21696735,8.286034058,8.632203771,8.04630148,8.92565878,7.839253573,8.484250881,8.106338625,8.397330339,8.458134537,8.578318181,8.783138059,8.380273603,8.475332317,8.159540508,8.01601421,8.393348029,8.621685895,8.226270841,8.611891386,8.696219976,8.240652277,8.527802374,8.517566292,8.852350307,8.708062748,7.987657224,8.571542432,9.006623306,8.559517681,9.56812612,8.558696655,8.573334765,8.511905924,8.751216593,8.628530114,8.456727211,8.181036203,8.193492514,8.326323449,8.394821475,8.27409146,8.794459741,8.533295621,8.362785079,8.694410423,8.418383979,8.381222238,9.167340206,8.560097912,8.301172666,8.359701489,8.41120085,8.434058772
