,mz,CK07,CK08,CK09,CK10,CK11,CK12,D01A1,D01A2,D01A3,D01A4,D01A5,D01A6,D01B1,D01B2,D01B3,D01B4,D01B5,D01B6,D02A1,D02A2,D02A3,D02A4,D02A5,D02A6,D02B1,D02B2,D02B3,D02B4,D02B5,D02B6,D03A1,D03A2,D03A3,D03A4,D03A5,D03A6,D03B1,D03B2,D03B3,D03B4,D03B5,D03B6,D04A1,D04A2,D04A3,D04A4,D04A5,D04A6,D04B1,D04B2,D04B3,D04B4,D04B5,D04B6,D05A1,D05A2,D05A3,D05A4,D05A5,D05A6,D05B1,D05B2,D05B3,D05B4,D05B5,D05B6,D06A1,D06A3,D06A4,D06A5,D06A6,D06B1,D06B2,D06B4,D06B5,D06B6,D07A1,D07A2,D07A4,D07A5,D07A6,D07B1,D07B2,D07B3,D07B4,D07B5,D07B6,D08A1,D08A2,D08A3,D08A4,D08A5,D08A6,D08B2,D08B3,D08B4,D08B5,D08B6,D09A1,D09A2,D09A3,D09A4,D09A5,D09A6,D09B1,D09B2,D09B3,D09B4,D09B5,D09B6,D10A1,D10A2,D10A3,D10A4,D10A5,D10A6,D10B1,D10B2,D10B3,D10B5,D10B6,D11A1,D11A2,D11A3,D11A4,D11A5,D11A6,D11B1,D11B2,D11B3,D11B4,D11B5,D11B6,D12A1,D12A2,D12A3,D12A4,D12A5,D12A6,D12B1,D12B2,D12B3,D12B4,D12B5,D12B6
117_0033442,117.0033442,7.742094498,8.463035934,8.030919954,7.694043545,8.145604406,8.151945673,8.619178875,8.886077802,8.480820081,8.497112339,8.744274356,7.733462612,8.145349821,8.305523979,7.724375131,7.741957421,8.023962566,8.203833175,8.351976683,7.925717418,9.98657388,7.960891981,8.360285484,8.187950678,8.120887639,7.892913983,8.197321572,7.805431322,8.18605001,7.864660726,7.752147374,8.796284724,8.274014103,8.242526615,8.399436687,8.410787689,7.662269701,7.999811113,9.392158234,7.764831357,7.801863553,8.180278225,7.88121565,8.512727797,7.741441146,7.959141725,8.551127969,9.697604528,7.837521155,8.439751289,8.774302464,8.194999633,7.821959714,9.177670488,8.678138783,8.187976339,9.381028667,9.233228088,9.101894245,7.997027781,7.828325922,8.622251911,7.743013698,7.649758261,7.983359531,7.621500528,8.9755425,8.055597374,7.965925212,7.782081094,8.772144408,7.674018884,7.831125163,7.832582761,8.231027513,7.752556149,8.184367813,8.336813773,8.026100393,7.874654369,7.943954931,8.09082503,8.057188851,7.753920412,8.346318185,7.737976291,8.077370289,7.868575245,8.314843008,9.871086863,8.284700217,7.888416838,7.971428942,7.922098656,8.203476782,8.215386251,8.108464945,8.07552096,8.153962441,8.594464055,8.027276066,7.851207085,8.18127388,7.94642388,10.24835301,9.060695735,7.93529118,8.027667478,8.357704087,7.864128424,8.667416744,8.53108429,8.930851315,9.424066428,7.682015448,7.948746956,8.983771501,7.763014306,7.795776399,7.813641828,8.364087735,8.191518716,8.378849522,8.252004662,8.125913017,8.279391977,9.012498867,8.132776755,8.364700141,7.754576784,7.934812763,7.798950278,8.798603399,8.625714982,8.106686175,9.494080056,8.249469727,8.618334418,7.79641606,10.47193316,7.932845379,8.454635829,8.138054989,7.795563739,8.137524288
117_9747926,117.9747926,7.898496371,7.974094088,7.844456473,7.753026965,8.05610724,8.048030728,7.770289531,7.853777542,7.736705882,7.760933363,8.060589669,7.959678239,7.94057166,7.868719701,7.669435536,7.769458071,8.321213262,7.717939897,7.867111136,7.919726116,7.76949013,7.793966389,7.947710105,7.774170891,8.101640512,7.78339353,7.857878203,7.812955059,7.950439985,7.859770376,7.813804667,7.93669167,8.271936631,7.816620022,7.882092752,7.793898816,7.752812387,7.909093987,7.839482806,7.833749938,8.072585464,7.912476013,7.827265798,8.094459138,7.786265117,8.060934958,7.790920557,8.000246687,7.8980406,7.917492297,7.843264205,7.791330185,7.766368846,8.052235667,7.758825663,7.762671752,7.763953285,7.731103855,7.936872368,7.801907054,7.80608078,8.939771965,7.781811635,8.066220585,8.304955059,7.807235845,7.843558349,7.836500516,7.828837989,7.747787508,7.890040182,7.774516386,7.814386419,7.911313201,7.829655631,7.933035861,7.763176523,7.750761163,7.824410386,7.821390284,8.159150962,8.219859626,7.741723673,7.829937902,7.729512047,7.817043082,8.681408394,7.764768366,7.853720392,7.777427024,7.835577001,8.388080753,7.747486157,8.698066713,7.777021749,8.664801074,7.72082726,8.839433755,7.795113162,7.994655541,7.833315798,7.842813517,7.918597483,7.96870785,7.730152129,7.843163821,7.969558933,7.943246602,7.830075269,7.816591486,7.735744169,7.848737598,7.824978836,7.80369797,8.374673435,7.714485681,7.737383087,8.028231873,8.449656641,8.386562399,7.763924789,7.964942552,7.777187006,7.787624178,7.843474638,7.820594011,8.003190503,7.830624663,7.895917987,7.884357504,8.361640151,7.820249218,7.797160266,7.932731495,7.753469186,7.8442221,7.815542762,7.896124188,7.812172105,8.10799285,7.779906799,7.715151402,7.82942277,8.424536654,7.82518494
118_050495,118.050495,8.099282027,8.170980685,7.904452806,8.038191503,8.158451018,8.459677625,7.785137144,7.716717955,7.88009303,7.802357035,7.81144349,7.957829111,8.055020648,7.885646901,7.87722783,7.913811448,7.901492577,7.861512874,7.946194192,7.802576543,7.893928203,7.76979968,7.952611306,7.85211867,8.013485947,7.809628303,7.762819453,7.81107535,7.749041799,7.86188066,7.91522692,7.719290621,7.870705306,7.91506836,7.79514249,7.909885422,7.920318196,7.94544624,7.764261098,8.062178534,7.880794737,7.775470414,7.969012844,7.987018775,8.094946515,7.793929474,8.085780425,7.809657009,8.206425179,7.762487974,7.830307969,7.994470925,7.940251566,7.777013775,7.830072541,7.919386862,7.854762933,7.671586091,7.710968326,7.720220894,8.100318429,7.804360741,8.149621534,8.319208457,7.844024303,8.017517407,7.725114564,8.083227178,7.873503464,8.072030336,7.895314776,8.025545001,8.012326459,8.142459383,7.999114195,7.843350393,7.789010413,7.873190433,7.840502471,7.752884491,7.809609085,7.941304266,7.974600179,7.833178751,7.968303835,8.476516389,8.015872309,7.799837052,7.849742211,7.922089073,7.838824806,7.90533189,7.949620459,7.94490319,8.016605223,7.888415508,8.043823049,7.795575005,7.803041898,7.855795292,7.996113172,8.005483639,7.844034222,7.981015819,7.868010771,7.855559439,7.774818353,7.898047904,7.794767005,7.842696306,7.899430309,7.920558885,7.979758577,7.809345505,7.962624113,8.050127699,7.936999267,7.975602848,8.141696054,8.125533918,7.776326022,8.000005957,7.853359137,7.905102299,8.152176965,7.835324006,7.849922165,7.856875882,8.0326411,8.069300351,8.027924576,8.029966704,7.89650065,7.772880893,7.850615157,8.132854701,7.868499693,7.821455571,7.85078277,10.47193316,7.932554366,7.775162059,7.865499611,8.096798082,7.802592278
119_0491788,119.0491788,7.899615158,8.554825281,9.028217938,7.814863842,9.15762644,7.905053722,7.716175375,8.003958268,7.763180505,7.739573537,7.818681021,7.891698435,9.212381777,7.977005167,7.883262947,7.767361376,7.902337253,7.94204337,7.814458262,7.820957856,8.082283452,7.764756348,7.796094856,7.672105888,9.115783697,8.125634,7.703994921,8.187053364,7.836663721,7.868793335,7.89844105,7.867741847,7.989820305,7.79968986,7.755419914,7.683551663,7.954715012,8.391664591,7.825197581,7.895023713,7.92199643,7.807164848,8.113177928,7.993954205,7.738863618,7.694306327,7.778045889,7.803302325,7.979337026,7.737751598,7.834205466,7.984270597,7.681911405,7.802089723,7.798681829,8.377875701,7.71494796,7.750092848,7.710720985,7.714520424,7.794678132,8.471989923,7.833380789,8.016973386,7.767582211,7.81618528,7.821448456,7.843178586,7.936664959,7.771203871,7.780169621,7.72302496,7.834120651,7.860357119,7.77672642,7.861944555,7.680482698,7.657570768,8.168120207,7.954286305,8.284443825,7.844904509,7.772463029,7.719629701,7.902153634,8.264277237,7.88103313,7.779472918,7.718448236,7.874065285,7.777916889,7.814110899,7.974532388,7.778751415,7.992017949,8.002085879,7.800339669,7.859216701,7.73382781,7.875476403,7.700520574,7.785471108,7.713985084,8.480324335,7.798876115,7.846251733,7.697257221,7.838927225,7.701893357,8.120208119,7.861064144,7.703750559,7.841554052,8.219336025,7.872090933,7.712982505,7.803951973,8.698593386,7.91276324,9.301608823,7.699033925,8.130949746,7.926686799,7.601116941,7.805047562,7.697520791,7.842502307,7.77847168,8.073476833,8.212039047,7.913290969,7.913826203,8.038274661,7.710309069,7.691895046,7.82041812,7.786799125,7.746610779,7.747771486,9.631801636,7.981842317,7.751862734,7.827436488,7.834352592,7.886191364
122_0236901,122.0236901,8.514748152,8.472919789,9.834118995,9.767508436,9.241983256,9.201525986,8.533856192,9.023109853,8.667395056,8.747167823,8.792023886,8.458857048,10.08674334,8.30230487,8.112776834,8.355188396,8.380870226,8.073953905,8.84836022,8.403026869,8.652667239,8.703807883,9.141920976,8.24727093,9.270030068,9.084971479,9.14637059,8.894409566,8.984023059,8.633498033,8.769941361,8.67827841,8.832567007,9.181683752,8.729105342,9.353080099,8.821563972,9.012598489,8.964360174,9.250612477,8.746036778,8.710585836,9.055695337,8.987066968,9.366111639,8.227314665,8.635398028,8.657923807,8.815030063,8.663873961,8.892285193,9.107117341,9.101326525,9.242092184,8.99834312,8.879854595,9.517303848,8.845314915,8.465830834,8.780527839,8.618030606,7.970423003,8.558913445,8.793908813,8.712934423,9.165644282,8.782575136,8.845543655,8.869451493,8.450585252,9.010201406,8.57298978,9.164609856,9.767471266,9.136143346,8.407864021,8.615128891,8.683072507,8.870781068,9.726093947,8.903573784,8.804636925,8.650829594,8.368058026,8.598891209,8.98711684,8.567067051,8.72945564,8.972067432,9.631559592,9.029534926,8.985493988,8.562654413,8.254215651,8.45931364,8.470856766,9.107676657,9.182318955,9.078925548,9.106708698,9.037208922,8.659672115,8.64414406,8.821059218,9.200176758,8.51924121,8.854387084,8.756034138,8.9707029,8.802738773,9.076087399,8.642776762,8.884930752,8.911572826,8.641498165,8.86677719,8.970407684,9.04230599,8.667450084,9.170796601,8.453693679,9.363530807,8.669290203,9.200865323,9.354485305,8.827441567,8.552344603,8.977480343,9.114374977,8.816636307,8.750874864,9.155521052,8.743452012,8.681130419,8.81003124,9.03888544,9.044988289,8.636395593,8.902661817,9.027215465,8.745146394,8.837122416,8.963467741,9.101361177,8.855711641
122_0712779,122.0712779,8.489528967,8.367506264,7.912852272,8.280376489,8.218188816,8.037456573,8.002251944,8.291385723,8.346426155,8.102890341,8.271492774,8.259129581,8.036882821,8.352122449,8.16757351,8.57582469,7.995490784,7.877431239,8.104162237,8.291498407,8.188210829,7.952138413,8.299524799,8.085180571,8.158737074,8.415404678,8.121683193,7.945059031,8.201172623,7.846511653,8.065726336,8.370638454,7.857453293,8.155776329,7.822625697,7.898759688,8.253898855,8.142589539,8.105201131,8.397623837,7.826887794,8.389782628,7.988474014,8.535127657,8.151730824,7.922790033,8.10300395,7.974598676,8.211949205,7.996147322,7.989208637,8.373980201,8.290870229,8.193082748,8.113329351,8.364152482,8.309729209,8.23611505,7.981863391,8.282053867,8.269087036,8.277870985,8.138912558,8.58926338,7.790091421,8.300454565,8.159439283,8.108070924,8.353749214,8.186792746,8.333884545,8.317458113,8.178578053,8.39026579,8.073296785,8.047725774,7.85777263,8.011150237,7.859360789,8.744235664,7.994775647,7.874416805,8.336058126,8.326477286,7.881738642,8.354381913,8.04376371,8.367875752,7.932577446,8.715348043,8.172492614,7.763325543,7.913461509,7.970764084,8.14611771,7.982275017,8.439665402,7.731811525,8.242868436,8.239244499,8.320735178,8.173507201,7.817057066,8.077096721,8.47407427,8.120333246,8.070661128,8.021630804,7.951634009,8.150268703,8.127824701,8.084132341,8.693149548,7.867905358,8.016806059,8.065586829,8.973201244,8.284944561,7.836366338,8.335339859,8.06097457,8.406047809,8.176374441,7.941563829,8.26774403,7.930365452,7.960287307,7.925019037,8.324041159,7.887021397,7.993762828,8.012986936,8.211760446,7.754186187,8.268145321,8.247020559,8.220173995,8.129558019,8.075971271,8.018211868,7.88923324,8.234439154,8.039771221,8.141581084,7.983746576
122_9911897,122.9911897,7.732799041,7.926803896,7.982664254,8.042923635,8.02949499,7.941577089,7.77182348,7.719355099,7.948508871,7.829735801,7.694654381,7.819798228,8.094274583,7.908263416,7.864573483,7.961355988,7.932033119,7.849196097,7.650313736,7.748793195,7.657775278,7.594479252,7.835733538,7.86172161,7.829088436,7.691267275,7.843776332,7.712897797,7.910045499,7.91148086,7.798851465,7.846703858,7.946792855,7.794894204,7.844768762,8.039037524,7.931140882,7.783466067,7.657400374,7.842034191,7.876208861,7.779531066,8.041487317,8.048300853,8.171149918,7.742371657,7.775189875,7.86337463,7.818364336,7.721409995,7.745192126,7.868283489,7.819817246,7.924356469,8.32144852,8.124576901,8.089127551,7.906162555,7.69303977,7.864538905,8.05487334,8.109614211,7.904316606,7.783404353,7.813567083,7.905146221,7.695251698,7.983496917,8.342117839,7.949909667,8.277843637,7.833200971,7.912769223,7.777685721,8.020460201,7.757958494,7.674857913,7.844218735,7.930473185,8.490091164,8.428238318,7.928020369,7.863386713,7.704848387,7.757526672,7.920507385,7.929856512,7.79798243,7.794573218,8.443671361,7.870021018,7.809994463,7.777124712,7.841494056,7.79523991,7.892777025,7.698715658,7.891305522,7.853977146,8.142255721,7.886071909,7.767290186,7.83441527,8.217706151,8.622138345,7.818001085,7.873735109,8.085904026,7.882262847,7.99006386,7.871020339,7.887847841,8.254131129,8.111757026,7.798643729,8.115122666,7.850810104,7.948525388,7.808329991,8.217631657,7.80396384,8.355185863,7.724058489,8.059959976,8.239185485,7.858625224,7.737345081,7.743838821,7.909228938,7.778445135,7.791151223,7.82177233,7.848173782,7.773618675,7.893511535,7.899900203,7.944046056,7.801593242,7.838315708,8.037060998,7.814127353,7.707080501,7.996954643,7.841143631,7.707427857
123_0108232,123.0108232,7.909047531,8.121525718,7.869109493,7.711804222,8.417403097,7.651666748,8.039959019,8.438976587,8.174028196,8.235545529,7.834337089,7.731255785,8.214830721,7.785719667,7.73336923,7.821915362,7.763547423,8.226902887,7.745067224,8.001455692,8.131449114,7.670481259,7.963771648,7.981029545,8.675190335,7.902210248,7.878478838,7.83842714,8.070541094,7.883249932,7.884233822,7.789796274,7.931210566,7.83621573,8.101498526,7.712527071,7.70552095,7.814495269,8.020638173,7.752843952,7.968933349,7.829623643,7.909351144,7.977875111,7.652021188,7.774886643,7.99158825,7.724596811,8.094315941,7.86032223,7.893552034,7.879773136,7.810515188,8.068193979,7.747126039,8.223669154,8.080657403,8.26991056,8.187801831,7.824008479,7.865792895,7.947963963,7.718938785,7.897555768,7.985012757,7.89578752,7.829309048,7.800321049,7.739206763,7.778383143,8.196157034,7.945197121,7.903799467,7.816726838,7.703445393,7.673618503,7.761255324,8.1334952,7.849358245,7.843933649,7.94321348,7.690376085,7.945868629,7.731826119,7.861966679,7.801113077,7.786635214,7.643177451,7.916191616,8.694151599,7.729659759,7.819955707,7.658209906,7.842125523,7.667983657,10.34193806,7.659051587,7.769018998,7.965185614,7.981471314,7.957987597,7.72717967,7.793504651,8.011128738,7.710469481,7.677605878,7.655935518,7.712616392,7.726063451,7.782785654,8.198905161,8.087392673,8.236000052,8.392952239,7.755384017,7.689810179,8.249421121,7.911841863,7.718746254,7.818093558,7.840260198,7.869743125,8.074041573,7.745451286,7.749085536,7.96594273,8.544506847,7.883702882,7.834588005,7.773770338,7.683854016,7.82708361,8.082653294,8.303587938,7.851088752,7.832681172,7.924600034,7.927380754,7.685789114,8.343677023,7.638119916,7.743837349,7.771543922,7.855109403,7.750893716
127_0501267,127.0501267,9.093119595,9.159121505,8.280389414,8.970707358,8.706129827,9.140061421,8.245596997,8.254536116,8.463068612,8.253368904,8.477098562,8.458460216,8.388290229,8.594044445,8.538089222,8.535371289,8.540807883,7.976392328,8.579952778,8.47850358,8.482289975,8.447101495,8.563266136,8.562022918,8.676286637,8.804335673,8.304705536,8.626327236,8.476460896,8.331298211,8.764198443,8.597026355,8.468289657,8.61737488,8.471020993,8.597260054,8.711221588,8.611983824,8.231323333,8.853347917,8.618368578,8.539166188,8.660433587,8.627299993,8.897424795,8.254506359,8.571690931,8.223734881,8.669435216,8.164437206,8.41396375,8.731680767,8.732653561,8.393943168,8.558714271,8.671070093,8.424263221,8.393376944,8.237778894,8.653448615,8.651277348,8.766122836,8.678323594,8.879407119,8.43982104,8.784328693,8.420543287,8.618335856,8.812250189,8.361820647,8.465240894,8.654051613,8.555456183,8.621293092,8.575644718,8.489051624,8.53703017,8.434150881,8.470664216,8.830380965,8.800828456,8.625877344,8.599104963,8.591353566,8.815813535,9.083769761,8.509041512,8.695068246,8.292548745,8.687437728,8.419329508,8.429831641,8.404155669,8.466085693,8.592511029,8.335347974,8.785297987,8.450694978,8.44242525,8.566761301,8.846007871,8.608665064,8.359784018,8.505811489,8.680736546,8.380818479,8.457272795,8.687143027,8.365029918,8.631914973,8.550592569,8.767989811,8.638080354,8.253997879,8.69881854,8.599716997,8.275299024,8.969494696,8.605957973,9.058920313,8.462499545,8.703432344,8.420250761,8.327442289,8.718692722,8.277496585,8.425034157,8.342114051,8.668951761,8.939940452,8.712869717,8.698832142,8.491516044,8.156304168,8.741329516,8.374080213,8.449746578,8.298954671,8.586870782,8.293818826,8.660196623,8.487891568,8.718957169,8.600134627,8.299603329
128_0348006,128.0348006,8.095109319,8.120365491,8.115485001,8.912620156,9.548604475,8.538419377,7.80691011,8.100210983,7.922449749,7.844566668,8.17918081,8.264223291,8.388072842,7.791610234,8.249750625,7.84638054,8.372437257,8.027159125,8.300586332,8.178101721,7.776145041,7.62449784,8.072052825,8.216373696,9.506372523,8.242540742,7.906896788,8.679663238,8.521874756,8.169399284,8.085779277,8.140527392,8.055209258,9.051826588,7.96314811,8.208670132,7.806771841,8.083211302,8.158224984,7.975886151,8.174697692,8.002539561,8.046124647,8.24426983,8.408092221,7.751304706,8.436899205,7.715257514,8.561626902,7.800973852,7.856794757,8.196147372,8.526402075,8.252593177,7.872293354,8.682526183,7.72745782,7.875577458,7.716394982,7.976503053,9.088180185,9.613865522,8.4143155,8.958908146,8.467901876,8.591665336,7.715624076,8.892228759,8.274653806,9.011780703,8.139556623,8.243981951,8.110497369,7.949176129,8.017177215,8.368594409,8.064003069,7.978608465,7.796736679,9.110310505,8.383886005,7.868094316,7.927015994,7.788423597,8.200208257,9.736412205,8.352872112,8.98217796,7.78382699,8.420514229,8.06147339,8.13950024,7.721488893,8.653056099,8.382645955,8.314111142,8.168163985,8.190864491,8.181661133,7.687688275,8.005889936,8.533828828,7.877893012,8.529479265,8.362113239,7.901673929,7.96828262,8.243774604,8.051022548,8.685549571,8.577428601,8.260224653,8.353865156,8.132949022,8.155201242,9.022281229,8.455837972,8.87623401,8.791161932,9.183905966,7.807800445,9.359591308,7.822216381,8.093091414,9.436974461,8.025583065,7.813538218,8.116416533,8.701351875,8.413734062,7.9340193,8.715599868,7.977473218,7.807929566,7.96124034,7.939943581,8.153200304,7.927011103,8.829513185,10.47193316,8.262280568,8.32139845,7.980970233,9.248381307,8.098274593
128_958413,128.958413,7.809273343,7.67805829,7.972535026,7.679931049,8.228323783,7.760122337,7.803240397,7.768557478,7.668972832,7.953431914,7.779469361,7.818309984,8.060745221,7.751782652,7.741546373,7.827271874,7.848925434,7.964389493,7.715071876,7.887409921,7.723183497,7.69766236,7.767518218,7.752521654,7.928326764,7.709022059,7.714544875,7.647920548,7.920111515,7.786945533,7.721741988,7.679588369,7.831516368,7.718165193,7.749045584,7.856477258,7.800231641,7.876391223,7.806068622,7.725093391,7.8196717,7.759152332,7.730753668,7.918677548,7.65715053,7.825942735,7.794347567,7.69155477,7.791207415,7.748253464,7.847674358,7.62360772,7.824721075,7.789608502,7.608562033,7.825429402,7.62699944,7.725219673,7.73535246,7.782769251,7.680877935,8.047913502,7.836566473,7.695556506,7.844407679,7.766260864,7.632919958,7.85494669,7.682969443,7.820548773,7.625804874,7.895635746,7.913979655,8.090726715,7.808881507,7.79531857,7.672074358,7.783386793,7.736776016,7.653438025,8.018474526,7.675755521,7.799478815,8.072814079,7.916324446,7.908609672,7.816014575,7.73850165,7.743283596,7.771303228,7.848983142,7.873567011,7.697345034,7.752330721,7.9076769,7.891151868,7.705495763,7.745030748,7.638542859,7.694741025,7.659826341,7.828990318,7.78973705,7.868343588,7.809814393,7.708861017,7.972323515,7.807071936,7.817402455,7.823649643,7.678411033,7.627261282,7.866007223,7.706636259,7.680718407,7.682729831,7.808642005,7.800669869,7.796943421,7.965291314,7.735378424,7.962573143,7.781748601,7.718254394,7.711679814,7.770989909,7.685267809,7.698416998,7.786306183,7.910384991,7.779084173,7.649265563,7.658525245,7.695105195,7.744563649,7.79252633,7.820139654,7.818993867,7.811457502,8.023506134,7.710384569,7.651310942,7.662152226,7.866365945,7.723154783
130_0040009,130.0040009,7.632402451,7.945758497,7.962913122,7.757541863,8.063423037,7.606445844,8.170095155,7.867586733,7.795843283,8.078977313,7.991931271,7.789224137,7.96114485,7.688434564,7.934370083,7.918601961,7.874241196,8.027159161,7.92570215,7.861365539,7.961884864,7.872287504,7.997560018,7.725301289,7.770006502,7.692764691,7.860085995,7.742255081,7.972315747,7.80248631,7.689221557,7.905093738,7.853723011,7.864135452,7.801827166,8.02602794,7.688476008,7.807315531,8.047948995,7.647740655,7.810695313,8.102177596,7.835084329,7.990483511,7.735088807,7.979269764,7.899444453,7.931508054,7.786844113,7.829429235,8.052228267,7.767282227,7.771144073,8.201464279,7.855783593,7.913372666,7.91937434,8.014994495,8.105523548,7.792079661,7.78664178,7.918286455,7.67112448,7.791689277,7.731821914,7.852478969,7.904708634,7.915273524,7.88571347,7.845170816,7.929987045,7.696673355,7.888880775,7.756177849,7.757231669,7.685284958,7.851932274,7.998433635,7.92474005,7.790804157,7.853647375,7.757226129,7.653448888,7.74827977,7.782726405,7.900915011,7.843162269,7.804200073,7.97035335,8.160835598,7.885003919,7.914742147,7.749706658,7.698319695,7.802093519,7.948097938,7.613844405,7.796090837,7.716799622,8.296226065,7.837068878,7.82805152,7.94734746,7.897035229,7.768493227,7.769424232,7.926834589,8.00689757,8.364566872,7.791960887,7.884277111,7.783248008,7.88560514,8.141862631,7.682142747,7.872085068,7.992592161,7.783646526,7.81181852,7.987466234,7.915034298,8.055605599,7.956270356,8.088178098,7.910530004,7.832878197,8.059864756,7.724509345,8.036167836,7.826629895,7.628058473,7.722749945,7.784790869,7.860598291,7.784132987,7.827426997,7.855690437,8.07102175,7.770055902,8.187879342,7.883199949,7.772938205,7.873087791,7.880107484,7.914647776
130_0498117,130.0498117,7.905453959,7.932779992,7.982444692,8.043291189,8.276771216,7.983055462,7.678521638,7.871290435,7.756068328,7.786260162,7.818079267,7.846298569,8.128862424,7.819042654,7.779042815,7.94597487,7.928062301,7.883111553,7.84899936,7.802449983,7.8408908,7.773307787,7.904130182,7.791441581,8.049020918,7.95752891,7.701540722,7.901798196,7.952643892,7.805627041,7.93998423,7.821715047,7.749984042,7.938154181,7.731798132,7.731091556,7.884058329,7.906084994,7.766393746,7.975230348,7.776932128,7.844013462,7.849229358,7.87033637,7.927144553,7.760329302,7.774672932,7.805983949,7.902677777,7.716983246,7.788096691,7.889908746,7.813818182,7.817339135,7.789421955,7.958001871,7.763215801,7.808982859,7.740256535,7.791704085,7.849489832,8.27536946,7.918963865,8.009851098,7.786200462,7.919748121,7.746102085,7.798340434,7.898083126,7.806931102,7.885928245,7.774205554,7.965624271,7.87212235,7.860324134,7.880291168,7.724773041,7.7030377,7.77033337,8.044956375,7.885960496,7.857588984,7.860618887,7.886819881,7.867908925,8.247855098,7.931198358,7.870893892,7.758789988,7.888254207,7.787497823,7.815849305,7.800048111,7.802596575,7.883462344,7.85923098,7.975056984,7.778884917,7.83252163,7.89648779,7.895737056,7.791352972,7.757019344,7.899788415,8.055207864,7.834465925,7.852235133,7.941035965,7.878544078,7.835799693,7.805627628,7.855776858,7.927675194,7.829649141,7.862429706,7.899578206,8.005127063,8.03745914,7.853952956,8.207870969,7.903830717,7.934689616,7.771964068,7.741430512,7.997626641,7.786454009,7.815261509,7.934679241,8.129766737,8.073265579,7.78731902,8.092996313,7.989586205,7.753289521,7.826577286,7.903827387,7.845726516,7.768121908,7.842236422,10.47193316,7.847498751,7.823619935,7.856073049,8.004388378,7.78387555
130_0868072,130.0868072,8.937799235,9.228534782,9.548203283,9.71147348,9.495610625,9.780103617,9.134906152,9.581085744,9.284081665,9.308885332,8.660919978,9.333678646,9.804962301,9.269366102,9.267020853,8.812236402,8.246146979,8.139627232,9.181350305,8.763127134,9.519409001,8.997830216,8.983217563,9.217634948,9.673882808,9.004048174,9.192775467,9.063852634,9.070306634,9.055687539,9.13848258,8.957333047,9.610585898,9.073961098,9.482626739,9.210597256,9.212023459,9.413566362,9.135321315,8.898411106,9.573287678,9.143805846,9.219047797,9.468409676,9.480851451,9.235056503,9.369338115,9.501614513,9.620719049,9.526339188,9.227705153,9.26462737,9.101820033,9.203213487,9.079714175,9.386765463,9.498048131,9.169569973,8.970082684,9.013854797,9.3275791,8.880359847,9.07117567,9.08860396,9.044746452,9.042042655,8.757885955,8.887062663,9.049514651,9.247089832,9.148468476,9.171209829,9.637169275,9.03982156,9.531113722,9.171833329,9.009126942,9.139329219,9.208067489,9.242741449,9.643890725,9.212038477,9.201839371,9.037515179,8.945766178,9.707868347,9.359416448,9.021164094,9.004170268,9.321638654,9.316966659,9.603837589,8.912951467,8.69812665,9.175661046,8.600185897,9.018994832,9.425076395,8.74780613,8.959755302,8.653483407,9.137077264,8.993758193,9.121436167,9.797895378,8.953239417,9.039458513,9.246600144,9.395015082,9.224563375,9.149353371,9.170833451,9.441129869,9.408654203,8.93343251,9.147345532,9.183242559,9.264175565,9.305884618,9.649050469,8.967247494,8.915376037,9.024400018,9.012452166,9.433008736,9.023626993,9.461346409,9.47888189,9.323401947,9.233779854,9.701072156,9.516019076,9.611917978,8.374148977,9.191204701,9.646303342,9.192056316,8.753880314,9.354812366,8.437763539,8.981419213,9.124375128,8.839070934,9.553505842,8.891927463
131_0450664,131.0450664,8.507417249,8.705435188,8.310300407,8.644480017,8.735347904,9.091380823,7.985903251,8.361629696,8.36016037,8.071573039,8.008810441,8.200938673,8.461946433,8.25550704,8.240335879,8.239120278,8.181179001,8.285348347,8.229794901,8.218688813,8.399161816,8.25287402,8.354766022,8.190220758,8.696292358,8.394461283,8.078437829,8.465666991,8.192462477,8.083532337,8.376942894,8.378485791,8.327109155,8.42311043,8.202473005,8.348606881,8.356686263,8.33476534,8.023394913,8.500174196,8.663853726,8.142754373,8.439210113,8.438654803,8.665969383,8.10775593,8.261964457,8.162389515,8.487222194,8.003032018,8.200668919,8.465884673,8.42743515,8.110693596,8.294388965,8.547398572,8.290944149,8.097428184,7.936375758,8.269008427,8.338848041,8.676840354,8.28989934,8.428049223,8.14693016,8.504868632,8.236188181,8.329974496,8.377684949,8.2960296,8.306769846,8.23460996,8.277047253,8.228579162,8.194133823,8.15492019,8.096776906,8.081578881,8.328573314,8.615056639,8.201961959,8.585113914,8.163166209,8.169390102,8.328721144,8.77861609,8.510656481,8.396636448,8.16166024,8.488476067,8.063811303,8.411170135,8.289920805,8.28513156,8.170800612,8.112313677,8.510642199,8.323330206,8.278273462,8.413285461,8.358929917,8.394627043,8.071023955,8.26435074,8.69171314,8.230059248,8.176821201,8.263373372,8.056204867,8.173657722,8.280438673,8.467709056,8.309961114,8.010943385,8.667645436,8.465722595,8.294123653,8.531090016,8.398942151,8.789550249,8.114361836,8.42335242,8.134783046,8.116396862,8.440401121,8.103988972,8.173693692,8.223276946,8.359146762,8.47916528,8.820545843,8.594325855,8.402793447,7.923992485,8.533954315,8.416401598,8.297773541,8.008720795,8.370998497,8.297651078,8.264749636,8.282075994,8.329852272,8.807817726,7.901424941
